"Subject" "Activity" "Measurement" "Average"
6 "LAYING" "tBodyGyro.mean.Y" -0.11
6 "LAYING" "tBodyGyro.mean.Z" 0.18
6 "LAYING" "tBodyGyro.std.X" -0.96
6 "LAYING" "tBodyGyro.std.Y" -0.94
6 "LAYING" "tBodyGyro.std.Z" -0.94
6 "LAYING" "tBodyGyroJerk.mean.X" -0.11
6 "LAYING" "tBodyGyroJerk.mean.Y" -0.04
6 "LAYING" "tBodyGyroJerk.mean.Z" -0.07
6 "LAYING" "tBodyGyroJerk.std.X" -0.94
6 "LAYING" "tBodyGyroJerk.std.Y" -0.96
6 "LAYING" "tBodyGyroJerk.std.Z" -0.96
6 "LAYING" "tBodyAccMag.mean" -0.92
6 "LAYING" "tBodyAccMag.std" -0.9
6 "LAYING" "tGravityAccMag.mean" -0.92
6 "LAYING" "tGravityAccMag.std" -0.9
6 "LAYING" "tBodyAccJerkMag.mean" -0.95
6 "LAYING" "tBodyAccJerkMag.std" -0.95
6 "LAYING" "tBodyGyroMag.mean" -0.91
6 "LAYING" "tBodyGyroMag.std" -0.92
6 "LAYING" "tBodyGyroJerkMag.mean" -0.96
6 "LAYING" "tBodyGyroJerkMag.std" -0.95
6 "LAYING" "fBodyAcc.mean.X" -0.94
6 "LAYING" "fBodyAcc.mean.Y" -0.92
6 "LAYING" "fBodyAcc.mean.Z" -0.94
6 "LAYING" "fBodyAcc.std.X" -0.93
6 "LAYING" "fBodyAcc.std.Y" -0.93
6 "LAYING" "fBodyAcc.std.Z" -0.92
6 "LAYING" "fBodyAcc.meanFreq.X" -0.22
6 "LAYING" "fBodyAcc.meanFreq.Y" 0.35
6 "LAYING" "fBodyAcc.meanFreq.Z" 0.16
6 "LAYING" "fBodyAccJerk.mean.X" -0.97
6 "LAYING" "fBodyAccJerk.mean.Y" -0.94
6 "LAYING" "fBodyAccJerk.mean.Z" -0.95
6 "LAYING" "fBodyAccJerk.std.X" -0.97
6 "LAYING" "fBodyAccJerk.std.Y" -0.94
6 "LAYING" "fBodyAccJerk.std.Z" -0.96
6 "LAYING" "fBodyAccJerk.meanFreq.X" 0.01
6 "LAYING" "fBodyAccJerk.meanFreq.Y" -0.02
6 "LAYING" "fBodyAccJerk.meanFreq.Z" 0.08
6 "LAYING" "fBodyGyro.mean.X" -0.94
6 "LAYING" "fBodyGyro.mean.Y" -0.94
6 "LAYING" "fBodyGyro.mean.Z" -0.93
6 "LAYING" "fBodyGyro.std.X" -0.96
6 "LAYING" "fBodyGyro.std.Y" -0.95
6 "LAYING" "fBodyGyro.std.Z" -0.95
6 "LAYING" "fBodyGyro.meanFreq.X" 0.1
6 "LAYING" "fBodyGyro.meanFreq.Y" 0.02
6 "LAYING" "fBodyGyro.meanFreq.Z" 0.04
6 "LAYING" "fBodyAccMag.mean" -0.91
6 "LAYING" "fBodyAccMag.std" -0.91
6 "LAYING" "fBodyAccMag.meanFreq" 0.14
6 "LAYING" "fBodyBodyAccJerkMag.mean" -0.95
6 "LAYING" "fBodyBodyAccJerkMag.std" -0.95
6 "LAYING" "fBodyBodyAccJerkMag.meanFreq" 0.18
6 "LAYING" "fBodyBodyGyroMag.mean" -0.93
6 "LAYING" "fBodyBodyGyroMag.std" -0.93
6 "LAYING" "fBodyBodyGyroMag.meanFreq" 0.12
6 "LAYING" "fBodyBodyGyroJerkMag.mean" -0.95
6 "LAYING" "fBodyBodyGyroJerkMag.std" -0.96
6 "LAYING" "fBodyBodyGyroJerkMag.meanFreq" 0.16
7 "WALKING" "tBodyAcc.mean.X" 0.28
7 "WALKING" "tBodyAcc.mean.Y" -0.02
7 "WALKING" "tBodyAcc.mean.Z" -0.11
7 "WALKING" "tBodyAcc.std.X" -0.33
7 "WALKING" "tBodyAcc.std.Y" -0.08
7 "WALKING" "tBodyAcc.std.Z" 0.16
7 "WALKING" "tGravityAcc.mean.X" 0.93
7 "WALKING" "tGravityAcc.mean.Y" -0.16
7 "WALKING" "tGravityAcc.mean.Z" -0.16
7 "WALKING" "tGravityAcc.std.X" -0.98
7 "WALKING" "tGravityAcc.std.Y" -0.97
7 "WALKING" "tGravityAcc.std.Z" -0.95
7 "WALKING" "tBodyAccJerk.mean.X" 0.09
7 "WALKING" "tBodyAccJerk.mean.Y" 0.02
7 "WALKING" "tBodyAccJerk.mean.Z" -0.02
7 "WALKING" "tBodyAccJerk.std.X" -0.35
7 "WALKING" "tBodyAccJerk.std.Y" -0.05
7 "WALKING" "tBodyAccJerk.std.Z" -0.15
7 "WALKING" "tBodyGyro.mean.X" 0
7 "WALKING" "tBodyGyro.mean.Y" -0.08
7 "WALKING" "tBodyGyro.mean.Z" 0.06
7 "WALKING" "tBodyGyro.std.X" -0.5
7 "WALKING" "tBodyGyro.std.Y" -0.23
7 "WALKING" "tBodyGyro.std.Z" -0.4
7 "WALKING" "tBodyGyroJerk.mean.X" -0.12
7 "WALKING" "tBodyGyroJerk.mean.Y" -0.04
7 "WALKING" "tBodyGyroJerk.mean.Z" -0.05
7 "WALKING" "tBodyGyroJerk.std.X" -0.21
7 "WALKING" "tBodyGyroJerk.std.Y" -0.17
7 "WALKING" "tBodyGyroJerk.std.Z" -0.46
7 "WALKING" "tBodyAccMag.mean" -0.1
7 "WALKING" "tBodyAccMag.std" -0.2
7 "WALKING" "tGravityAccMag.mean" -0.1
7 "WALKING" "tGravityAccMag.std" -0.2
7 "WALKING" "tBodyAccJerkMag.mean" -0.19
7 "WALKING" "tBodyAccJerkMag.std" -0.03
7 "WALKING" "tBodyGyroMag.mean" -0.31
7 "WALKING" "tBodyGyroMag.std" -0.2
7 "WALKING" "tBodyGyroJerkMag.mean" -0.3
7 "WALKING" "tBodyGyroJerkMag.std" -0.1
7 "WALKING" "fBodyAcc.mean.X" -0.34
7 "WALKING" "fBodyAcc.mean.Y" -0.06
7 "WALKING" "fBodyAcc.mean.Z" 0.04
7 "WALKING" "fBodyAcc.std.X" -0.32
7 "WALKING" "fBodyAcc.std.Y" -0.14
7 "WALKING" "fBodyAcc.std.Z" 0.13
7 "WALKING" "fBodyAcc.meanFreq.X" -0.31
7 "WALKING" "fBodyAcc.meanFreq.Y" 0.16
7 "WALKING" "fBodyAcc.meanFreq.Z" 0.12
7 "WALKING" "fBodyAccJerk.mean.X" -0.38
7 "WALKING" "fBodyAccJerk.mean.Y" -0.12
7 "WALKING" "fBodyAccJerk.mean.Z" -0.11
7 "WALKING" "fBodyAccJerk.std.X" -0.37
7 "WALKING" "fBodyAccJerk.std.Y" -0.04
7 "WALKING" "fBodyAccJerk.std.Z" -0.19
7 "WALKING" "fBodyAccJerk.meanFreq.X" -0.28
7 "WALKING" "fBodyAccJerk.meanFreq.Y" -0.29
7 "WALKING" "fBodyAccJerk.meanFreq.Z" -0.24
7 "WALKING" "fBodyGyro.mean.X" -0.32
7 "WALKING" "fBodyGyro.mean.Y" -0.15
7 "WALKING" "fBodyGyro.mean.Z" -0.37
7 "WALKING" "fBodyGyro.std.X" -0.56
7 "WALKING" "fBodyGyro.std.Y" -0.29
7 "WALKING" "fBodyGyro.std.Z" -0.46
7 "WALKING" "fBodyGyro.meanFreq.X" 0.11
7 "WALKING" "fBodyGyro.meanFreq.Y" 0.27
7 "WALKING" "fBodyGyro.meanFreq.Z" 0.01
7 "WALKING" "fBodyAccMag.mean" -0.15
7 "WALKING" "fBodyAccMag.std" -0.35
7 "WALKING" "fBodyAccMag.meanFreq" 0.17
7 "WALKING" "fBodyBodyAccJerkMag.mean" -0.04
7 "WALKING" "fBodyBodyAccJerkMag.std" -0.02
7 "WALKING" "fBodyBodyAccJerkMag.meanFreq" -0.01
7 "WALKING" "fBodyBodyGyroMag.mean" -0.19
7 "WALKING" "fBodyBodyGyroMag.std" -0.34
7 "WALKING" "fBodyBodyGyroMag.meanFreq" 0.3
7 "WALKING" "fBodyBodyGyroJerkMag.mean" -0.16
7 "WALKING" "fBodyBodyGyroJerkMag.std" -0.08
7 "WALKING" "fBodyBodyGyroJerkMag.meanFreq" 0
7 "WALKING_UPSTAIRS" "tBodyAcc.mean.X" 0.25
7 "WALKING_UPSTAIRS" "tBodyAcc.mean.Y" -0.03
7 "WALKING_UPSTAIRS" "tBodyAcc.mean.Z" -0.14
7 "WALKING_UPSTAIRS" "tBodyAcc.std.X" -0.29
7 "WALKING_UPSTAIRS" "tBodyAcc.std.Y" -0.33
7 "WALKING_UPSTAIRS" "tBodyAcc.std.Z" -0.15
7 "WALKING_UPSTAIRS" "tGravityAcc.mean.X" 0.82
7 "WALKING_UPSTAIRS" "tGravityAcc.mean.Y" -0.24
7 "WALKING_UPSTAIRS" "tGravityAcc.mean.Z" -0.4
7 "WALKING_UPSTAIRS" "tGravityAcc.std.X" -0.93
7 "WALKING_UPSTAIRS" "tGravityAcc.std.Y" -0.94
7 "WALKING_UPSTAIRS" "tGravityAcc.std.Z" -0.88
7 "WALKING_UPSTAIRS" "tBodyAccJerk.mean.X" 0.07
7 "WALKING_UPSTAIRS" "tBodyAccJerk.mean.Y" 0
7 "WALKING_UPSTAIRS" "tBodyAccJerk.mean.Z" 0
7 "WALKING_UPSTAIRS" "tBodyAccJerk.std.X" -0.42
7 "WALKING_UPSTAIRS" "tBodyAccJerk.std.Y" -0.52
7 "WALKING_UPSTAIRS" "tBodyAccJerk.std.Z" -0.61
7 "WALKING_UPSTAIRS" "tBodyGyro.mean.X" -0.14
7 "WALKING_UPSTAIRS" "tBodyGyro.mean.Y" 0
7 "WALKING_UPSTAIRS" "tBodyGyro.mean.Z" 0.14
7 "WALKING_UPSTAIRS" "tBodyGyro.std.X" -0.36
7 "WALKING_UPSTAIRS" "tBodyGyro.std.Y" -0.57
7 "WALKING_UPSTAIRS" "tBodyGyro.std.Z" -0.35
7 "WALKING_UPSTAIRS" "tBodyGyroJerk.mean.X" -0.09
7 "WALKING_UPSTAIRS" "tBodyGyroJerk.mean.Y" -0.05
7 "WALKING_UPSTAIRS" "tBodyGyroJerk.mean.Z" -0.07
7 "WALKING_UPSTAIRS" "tBodyGyroJerk.std.X" -0.62
7 "WALKING_UPSTAIRS" "tBodyGyroJerk.std.Y" -0.67
7 "WALKING_UPSTAIRS" "tBodyGyroJerk.std.Z" -0.68
7 "WALKING_UPSTAIRS" "tBodyAccMag.mean" -0.2
7 "WALKING_UPSTAIRS" "tBodyAccMag.std" -0.33
7 "WALKING_UPSTAIRS" "tGravityAccMag.mean" -0.2
7 "WALKING_UPSTAIRS" "tGravityAccMag.std" -0.33
7 "WALKING_UPSTAIRS" "tBodyAccJerkMag.mean" -0.46
7 "WALKING_UPSTAIRS" "tBodyAccJerkMag.std" -0.47
7 "WALKING_UPSTAIRS" "tBodyGyroMag.mean" -0.24
7 "WALKING_UPSTAIRS" "tBodyGyroMag.std" -0.42
7 "WALKING_UPSTAIRS" "tBodyGyroJerkMag.mean" -0.66
7 "WALKING_UPSTAIRS" "tBodyGyroJerkMag.std" -0.68
7 "WALKING_UPSTAIRS" "fBodyAcc.mean.X" -0.34
7 "WALKING_UPSTAIRS" "fBodyAcc.mean.Y" -0.38
7 "WALKING_UPSTAIRS" "fBodyAcc.mean.Z" -0.32
7 "WALKING_UPSTAIRS" "fBodyAcc.std.X" -0.28
7 "WALKING_UPSTAIRS" "fBodyAcc.std.Y" -0.34
7 "WALKING_UPSTAIRS" "fBodyAcc.std.Z" -0.12
7 "WALKING_UPSTAIRS" "fBodyAcc.meanFreq.X" -0.43
7 "WALKING_UPSTAIRS" "fBodyAcc.meanFreq.Y" -0.14
7 "WALKING_UPSTAIRS" "fBodyAcc.meanFreq.Z" -0.27
7 "WALKING_UPSTAIRS" "fBodyAccJerk.mean.X" -0.45
7 "WALKING_UPSTAIRS" "fBodyAccJerk.mean.Y" -0.54
7 "WALKING_UPSTAIRS" "fBodyAccJerk.mean.Z" -0.58
7 "WALKING_UPSTAIRS" "fBodyAccJerk.std.X" -0.43
7 "WALKING_UPSTAIRS" "fBodyAccJerk.std.Y" -0.53
7 "WALKING_UPSTAIRS" "fBodyAccJerk.std.Z" -0.63
7 "WALKING_UPSTAIRS" "fBodyAccJerk.meanFreq.X" -0.39
7 "WALKING_UPSTAIRS" "fBodyAccJerk.meanFreq.Y" -0.43
7 "WALKING_UPSTAIRS" "fBodyAccJerk.meanFreq.Z" -0.63
7 "WALKING_UPSTAIRS" "fBodyGyro.mean.X" -0.38
7 "WALKING_UPSTAIRS" "fBodyGyro.mean.Y" -0.57
7 "WALKING_UPSTAIRS" "fBodyGyro.mean.Z" -0.41
7 "WALKING_UPSTAIRS" "fBodyGyro.std.X" -0.37
7 "WALKING_UPSTAIRS" "fBodyGyro.std.Y" -0.58
7 "WALKING_UPSTAIRS" "fBodyGyro.std.Z" -0.39
7 "WALKING_UPSTAIRS" "fBodyGyro.meanFreq.X" -0.33
7 "WALKING_UPSTAIRS" "fBodyGyro.meanFreq.Y" -0.05
7 "WALKING_UPSTAIRS" "fBodyGyro.meanFreq.Z" -0.35
7 "WALKING_UPSTAIRS" "fBodyAccMag.mean" -0.38
7 "WALKING_UPSTAIRS" "fBodyAccMag.std" -0.42
7 "WALKING_UPSTAIRS" "fBodyAccMag.meanFreq" -0.09
7 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag.mean" -0.45
7 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag.std" -0.5
7 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag.meanFreq" 0.05
7 "WALKING_UPSTAIRS" "fBodyBodyGyroMag.mean" -0.53
7 "WALKING_UPSTAIRS" "fBodyBodyGyroMag.std" -0.44
7 "WALKING_UPSTAIRS" "fBodyBodyGyroMag.meanFreq" -0.17
7 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag.mean" -0.67
7 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag.std" -0.7
7 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag.meanFreq" 0.05
7 "WALKING_DOWNSTAIRS" "tBodyAcc.mean.X" 0.28
7 "WALKING_DOWNSTAIRS" "tBodyAcc.mean.Y" -0.02
7 "WALKING_DOWNSTAIRS" "tBodyAcc.mean.Z" -0.1
7 "WALKING_DOWNSTAIRS" "tBodyAcc.std.X" 0.07
7 "WALKING_DOWNSTAIRS" "tBodyAcc.std.Y" -0.14
7 "WALKING_DOWNSTAIRS" "tBodyAcc.std.Z" -0.06
7 "WALKING_DOWNSTAIRS" "tGravityAcc.mean.X" 0.93
7 "WALKING_DOWNSTAIRS" "tGravityAcc.mean.Y" -0.13
7 "WALKING_DOWNSTAIRS" "tGravityAcc.mean.Z" -0.15
7 "WALKING_DOWNSTAIRS" "tGravityAcc.std.X" -0.96
7 "WALKING_DOWNSTAIRS" "tGravityAcc.std.Y" -0.95
7 "WALKING_DOWNSTAIRS" "tGravityAcc.std.Z" -0.93
7 "WALKING_DOWNSTAIRS" "tBodyAccJerk.mean.X" 0.1
7 "WALKING_DOWNSTAIRS" "tBodyAccJerk.mean.Y" -0.02
7 "WALKING_DOWNSTAIRS" "tBodyAccJerk.mean.Z" -0.02
7 "WALKING_DOWNSTAIRS" "tBodyAccJerk.std.X" 0.03
7 "WALKING_DOWNSTAIRS" "tBodyAccJerk.std.Y" -0.3
7 "WALKING_DOWNSTAIRS" "tBodyAccJerk.std.Z" -0.35
7 "WALKING_DOWNSTAIRS" "tBodyGyro.mean.X" -0.11
7 "WALKING_DOWNSTAIRS" "tBodyGyro.mean.Y" -0.05
7 "WALKING_DOWNSTAIRS" "tBodyGyro.mean.Z" 0.12
7 "WALKING_DOWNSTAIRS" "tBodyGyro.std.X" -0.41
7 "WALKING_DOWNSTAIRS" "tBodyGyro.std.Y" -0.29
7 "WALKING_DOWNSTAIRS" "tBodyGyro.std.Z" -0.4
7 "WALKING_DOWNSTAIRS" "tBodyGyroJerk.mean.X" -0.06
7 "WALKING_DOWNSTAIRS" "tBodyGyroJerk.mean.Y" -0.04
7 "WALKING_DOWNSTAIRS" "tBodyGyroJerk.mean.Z" -0.08
7 "WALKING_DOWNSTAIRS" "tBodyGyroJerk.std.X" -0.51
7 "WALKING_DOWNSTAIRS" "tBodyGyroJerk.std.Y" -0.3
7 "WALKING_DOWNSTAIRS" "tBodyGyroJerk.std.Z" -0.43
7 "WALKING_DOWNSTAIRS" "tBodyAccMag.mean" 0.02
7 "WALKING_DOWNSTAIRS" "tBodyAccMag.std" 0.21
7 "WALKING_DOWNSTAIRS" "tGravityAccMag.mean" 0.02
7 "WALKING_DOWNSTAIRS" "tGravityAccMag.std" 0.21
7 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag.mean" -0.17
7 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag.std" 0.09
7 "WALKING_DOWNSTAIRS" "tBodyGyroMag.mean" -0.19
7 "WALKING_DOWNSTAIRS" "tBodyGyroMag.std" -0.26
7 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag.mean" -0.4
7 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag.std" -0.29
7 "WALKING_DOWNSTAIRS" "fBodyAcc.mean.X" 0.04
7 "WALKING_DOWNSTAIRS" "fBodyAcc.mean.Y" -0.15
7 "WALKING_DOWNSTAIRS" "fBodyAcc.mean.Z" -0.14
7 "WALKING_DOWNSTAIRS" "fBodyAcc.std.X" 0.07
7 "WALKING_DOWNSTAIRS" "fBodyAcc.std.Y" -0.19
7 "WALKING_DOWNSTAIRS" "fBodyAcc.std.Z" -0.1
7 "WALKING_DOWNSTAIRS" "fBodyAcc.meanFreq.X" -0.37
7 "WALKING_DOWNSTAIRS" "fBodyAcc.meanFreq.Y" -0.03
7 "WALKING_DOWNSTAIRS" "fBodyAcc.meanFreq.Z" 0.08
7 "WALKING_DOWNSTAIRS" "fBodyAccJerk.mean.X" -0.03
7 "WALKING_DOWNSTAIRS" "fBodyAccJerk.mean.Y" -0.32
7 "WALKING_DOWNSTAIRS" "fBodyAccJerk.mean.Z" -0.3
7 "WALKING_DOWNSTAIRS" "fBodyAccJerk.std.X" 0
7 "WALKING_DOWNSTAIRS" "fBodyAccJerk.std.Y" -0.32
7 "WALKING_DOWNSTAIRS" "fBodyAccJerk.std.Z" -0.4
7 "WALKING_DOWNSTAIRS" "fBodyAccJerk.meanFreq.X" -0.33
7 "WALKING_DOWNSTAIRS" "fBodyAccJerk.meanFreq.Y" -0.41
7 "WALKING_DOWNSTAIRS" "fBodyAccJerk.meanFreq.Z" -0.38
7 "WALKING_DOWNSTAIRS" "fBodyGyro.mean.X" -0.34
7 "WALKING_DOWNSTAIRS" "fBodyGyro.mean.Y" -0.21
7 "WALKING_DOWNSTAIRS" "fBodyGyro.mean.Z" -0.3
7 "WALKING_DOWNSTAIRS" "fBodyGyro.std.X" -0.43
7 "WALKING_DOWNSTAIRS" "fBodyGyro.std.Y" -0.35
7 "WALKING_DOWNSTAIRS" "fBodyGyro.std.Z" -0.5
7 "WALKING_DOWNSTAIRS" "fBodyGyro.meanFreq.X" -0.22
7 "WALKING_DOWNSTAIRS" "fBodyGyro.meanFreq.Y" 0.2
7 "WALKING_DOWNSTAIRS" "fBodyGyro.meanFreq.Z" 0.01
7 "WALKING_DOWNSTAIRS" "fBodyAccMag.mean" 0.22
7 "WALKING_DOWNSTAIRS" "fBodyAccMag.std" 0.02
7 "WALKING_DOWNSTAIRS" "fBodyAccMag.meanFreq" 0
7 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag.mean" 0.07
7 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag.std" 0.11
7 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag.meanFreq" -0.04
7 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.mean" -0.26
7 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.std" -0.4
7 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.meanFreq" 0.24
7 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag.mean" -0.29
7 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag.std" -0.35
7 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag.meanFreq" 0.08
7 "SITTING" "tBodyAcc.mean.X" 0.28
7 "SITTING" "tBodyAcc.mean.Y" -0.01
7 "SITTING" "tBodyAcc.mean.Z" -0.12
7 "SITTING" "tBodyAcc.std.X" -0.97
7 "SITTING" "tBodyAcc.std.Y" -0.91
7 "SITTING" "tBodyAcc.std.Z" -0.86
7 "SITTING" "tGravityAcc.mean.X" 0.97
7 "SITTING" "tGravityAcc.mean.Y" 0.01
7 "SITTING" "tGravityAcc.mean.Z" 0.06
7 "SITTING" "tGravityAcc.std.X" -0.96
7 "SITTING" "tGravityAcc.std.Y" -0.95
7 "SITTING" "tGravityAcc.std.Z" -0.87
7 "SITTING" "tBodyAccJerk.mean.X" 0.07
7 "SITTING" "tBodyAccJerk.mean.Y" 0.01
7 "SITTING" "tBodyAccJerk.mean.Z" 0.02
7 "SITTING" "tBodyAccJerk.std.X" -0.98
7 "SITTING" "tBodyAccJerk.std.Y" -0.97
7 "SITTING" "tBodyAccJerk.std.Z" -0.97
7 "SITTING" "tBodyGyro.mean.X" -0.05
7 "SITTING" "tBodyGyro.mean.Y" -0.03
7 "SITTING" "tBodyGyro.mean.Z" 0.03
7 "SITTING" "tBodyGyro.std.X" -0.94
7 "SITTING" "tBodyGyro.std.Y" -0.94
7 "SITTING" "tBodyGyro.std.Z" -0.94
7 "SITTING" "tBodyGyroJerk.mean.X" -0.09
7 "SITTING" "tBodyGyroJerk.mean.Y" -0.04
7 "SITTING" "tBodyGyroJerk.mean.Z" -0.05
7 "SITTING" "tBodyGyroJerk.std.X" -0.97
7 "SITTING" "tBodyGyroJerk.std.Y" -0.98
7 "SITTING" "tBodyGyroJerk.std.Z" -0.98
7 "SITTING" "tBodyAccMag.mean" -0.92
7 "SITTING" "tBodyAccMag.std" -0.88
7 "SITTING" "tGravityAccMag.mean" -0.92
7 "SITTING" "tGravityAccMag.std" -0.88
7 "SITTING" "tBodyAccJerkMag.mean" -0.98
7 "SITTING" "tBodyAccJerkMag.std" -0.97
7 "SITTING" "tBodyGyroMag.mean" -0.9
7 "SITTING" "tBodyGyroMag.std" -0.9
7 "SITTING" "tBodyGyroJerkMag.mean" -0.98
7 "SITTING" "tBodyGyroJerkMag.std" -0.98
7 "SITTING" "fBodyAcc.mean.X" -0.97
7 "SITTING" "fBodyAcc.mean.Y" -0.93
7 "SITTING" "fBodyAcc.mean.Z" -0.9
7 "SITTING" "fBodyAcc.std.X" -0.97
7 "SITTING" "fBodyAcc.std.Y" -0.9
7 "SITTING" "fBodyAcc.std.Z" -0.84
7 "SITTING" "fBodyAcc.meanFreq.X" -0.03
7 "SITTING" "fBodyAcc.meanFreq.Y" 0.01
7 "SITTING" "fBodyAcc.meanFreq.Z" -0.1
7 "SITTING" "fBodyAccJerk.mean.X" -0.98
7 "SITTING" "fBodyAccJerk.mean.Y" -0.97
7 "SITTING" "fBodyAccJerk.mean.Z" -0.97
7 "SITTING" "fBodyAccJerk.std.X" -0.98
7 "SITTING" "fBodyAccJerk.std.Y" -0.97
7 "SITTING" "fBodyAccJerk.std.Z" -0.97
7 "SITTING" "fBodyAccJerk.meanFreq.X" 0.18
7 "SITTING" "fBodyAccJerk.meanFreq.Y" -0.08
7 "SITTING" "fBodyAccJerk.meanFreq.Z" -0.09
7 "SITTING" "fBodyGyro.mean.X" -0.94
7 "SITTING" "fBodyGyro.mean.Y" -0.96
7 "SITTING" "fBodyGyro.mean.Z" -0.95
7 "SITTING" "fBodyGyro.std.X" -0.94
7 "SITTING" "fBodyGyro.std.Y" -0.94
7 "SITTING" "fBodyGyro.std.Z" -0.94
7 "SITTING" "fBodyGyro.meanFreq.X" -0.07
7 "SITTING" "fBodyGyro.meanFreq.Y" -0.31
7 "SITTING" "fBodyGyro.meanFreq.Z" -0.02
7 "SITTING" "fBodyAccMag.mean" -0.91
7 "SITTING" "fBodyAccMag.std" -0.89
7 "SITTING" "fBodyAccMag.meanFreq" -0.01
7 "SITTING" "fBodyBodyAccJerkMag.mean" -0.97
7 "SITTING" "fBodyBodyAccJerkMag.std" -0.97
7 "SITTING" "fBodyBodyAccJerkMag.meanFreq" 0.18
7 "SITTING" "fBodyBodyGyroMag.mean" -0.93
7 "SITTING" "fBodyBodyGyroMag.std" -0.9
7 "SITTING" "fBodyBodyGyroMag.meanFreq" -0.14
7 "SITTING" "fBodyBodyGyroJerkMag.mean" -0.98
7 "SITTING" "fBodyBodyGyroJerkMag.std" -0.97
7 "SITTING" "fBodyBodyGyroJerkMag.meanFreq" 0.06
7 "STANDING" "tBodyAcc.mean.X" 0.28
7 "STANDING" "tBodyAcc.mean.Y" -0.01
7 "STANDING" "tBodyAcc.mean.Z" -0.1
7 "STANDING" "tBodyAcc.std.X" -0.98
7 "STANDING" "tBodyAcc.std.Y" -0.92
7 "STANDING" "tBodyAcc.std.Z" -0.92
7 "STANDING" "tGravityAcc.mean.X" 0.96
7 "STANDING" "tGravityAcc.mean.Y" -0.12
7 "STANDING" "tGravityAcc.mean.Z" -0.05
7 "STANDING" "tGravityAcc.std.X" -0.99
7 "STANDING" "tGravityAcc.std.Y" -0.97
7 "STANDING" "tGravityAcc.std.Z" -0.94
7 "STANDING" "tBodyAccJerk.mean.X" 0.08
7 "STANDING" "tBodyAccJerk.mean.Y" 0.01
7 "STANDING" "tBodyAccJerk.mean.Z" -0.01
7 "STANDING" "tBodyAccJerk.std.X" -0.98
7 "STANDING" "tBodyAccJerk.std.Y" -0.97
7 "STANDING" "tBodyAccJerk.std.Z" -0.97
7 "STANDING" "tBodyGyro.mean.X" -0.03
7 "STANDING" "tBodyGyro.mean.Y" -0.08
7 "STANDING" "tBodyGyro.mean.Z" 0.09
7 "STANDING" "tBodyGyro.std.X" -0.95
7 "STANDING" "tBodyGyro.std.Y" -0.95
7 "STANDING" "tBodyGyro.std.Z" -0.95
7 "STANDING" "tBodyGyroJerk.mean.X" -0.09
7 "STANDING" "tBodyGyroJerk.mean.Y" -0.04
7 "STANDING" "tBodyGyroJerk.mean.Z" -0.05
7 "STANDING" "tBodyGyroJerk.std.X" -0.97
7 "STANDING" "tBodyGyroJerk.std.Y" -0.98
7 "STANDING" "tBodyGyroJerk.std.Z" -0.98
7 "STANDING" "tBodyAccMag.mean" -0.94
7 "STANDING" "tBodyAccMag.std" -0.93
7 "STANDING" "tGravityAccMag.mean" -0.94
7 "STANDING" "tGravityAccMag.std" -0.93
7 "STANDING" "tBodyAccJerkMag.mean" -0.97
7 "STANDING" "tBodyAccJerkMag.std" -0.97
7 "STANDING" "tBodyGyroMag.mean" -0.94
7 "STANDING" "tBodyGyroMag.std" -0.92
7 "STANDING" "tBodyGyroJerkMag.mean" -0.98
7 "STANDING" "tBodyGyroJerkMag.std" -0.97
7 "STANDING" "fBodyAcc.mean.X" -0.98
7 "STANDING" "fBodyAcc.mean.Y" -0.94
7 "STANDING" "fBodyAcc.mean.Z" -0.94
7 "STANDING" "fBodyAcc.std.X" -0.98
7 "STANDING" "fBodyAcc.std.Y" -0.92
7 "STANDING" "fBodyAcc.std.Z" -0.91
7 "STANDING" "fBodyAcc.meanFreq.X" -0.08
7 "STANDING" "fBodyAcc.meanFreq.Y" -0.16
7 "STANDING" "fBodyAcc.meanFreq.Z" 0
7 "STANDING" "fBodyAccJerk.mean.X" -0.98
7 "STANDING" "fBodyAccJerk.mean.Y" -0.97
7 "STANDING" "fBodyAccJerk.mean.Z" -0.97
7 "STANDING" "fBodyAccJerk.std.X" -0.98
7 "STANDING" "fBodyAccJerk.std.Y" -0.97
7 "STANDING" "fBodyAccJerk.std.Z" -0.97
7 "STANDING" "fBodyAccJerk.meanFreq.X" 0.1
